District,Station,DATE,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
Cuddalore,Kothvacheri,11,21.7,37.4,20.3,32.7,54.4,18.9,44.7,117.6,209.9,40.4,356.9,653.8
Cuddalore,Kothvacheri,12,21.7,37.4,22.9,33.7,55.3,20.1,47,119.4,211.8,44.8,367.1,656.7
Cuddalore,Kothvacheri,13,21.7,38.2,26.1,33.7,56.7,21.2,49.7,122.2,213.5,49.7,377.9,662.9
Cuddalore,Kothvacheri,14,22.7,38.3,26.4,33.8,56.9,21.9,54.7,124.7,217.5,54.8,387.3,670.6
Cuddalore,Kothvacheri,15,23.3,38.4,26.9,33.9,57.7,22.2,55.2,126.7,221.3,57.6,398,677.4
Cuddalore,Kothvacheri,16,23.3,42.6,26.9,34.3,58.4,22.2,56.4,131.6,224.6,61.9,406.4,687.1
Cuddalore,Kothvacheri,17,24.9,42.6,27,34.3,58.6,22.3,58.1,136.2,232.3,66.2,413.5,694.6
Cuddalore,Kothvacheri,18,25.9,43.5,27,35.6,58.6,22.8,59.4,137.2,236.2,69.5,419.3,698.5
Cuddalore,Kothvacheri,19,26.3,43.7,27,36.2,59.8,22.9,59.9,139.4,240,75.4,426.9,701.9
Cuddalore,Kothvacheri,20,26.4,45.7,27.2,36.2,60.7,23.6,62.8,140,244.8,86.1,433.5,706.6
Cuddalore,Kothvacheri,21,26.4,45.7,27.8,36.5,60.8,24.7,64.8,143.2,251,94.5,440,710.6
Cuddalore,Kothvacheri,22,26.6,45.9,28.6,38.3,61.4,26.6,66.5,147.6,255.9,98.6,448.4,719.4
Cuddalore,Kothvacheri,23,26.6,46.3,28.7,40.1,61.6,27.8,69.6,150.8,258,108.7,456.8,728.5
Cuddalore,Kothvacheri,24,27.1,46.6,28.7,40.1,61.7,28.5,75.4,157.5,260.4,124.5,468.4,730.1
Cuddalore,Kothvacheri,25,28.6,48.1,28.7,40.4,61.7,28.7,77.7,161.3,263,136.4,483.6,735.9
Cuddalore,Kothvacheri,26,28.7,53.8,28.7,40.4,62.7,29.1,78.8,166.1,267.6,146.5,503.2,738.1
Cuddalore,Kothvacheri,27,28.7,54.8,29,40.5,63.9,30.6,80.6,168,269.5,159.8,517.7,739.6
Cuddalore,Kothvacheri,28,28.7,56,29,40.5,64,30.9,83.4,173.2,271.7,169.5,521.9,741.9
Cuddalore,Kothvacheri,29,29.4,,29.1,40.5,64.1,31,84.4,175.7,280.7,180.2,530,746.5
Cuddalore,Kothvacheri,30,29.4,,29.1,40.5,64.2,31.2,87.7,178.4,286.3,189.8,535.7,747.4
Cuddalore,Kothvacheri,31,29.7,,29.1,,64.2,,89.2,180.7,,199.8,,750
Cuddalore,Kuppanattham,1,6,20,0,14.8,38.7,1.2,48.1,127.1,251.6,4.6,181.5,442
Cuddalore,Kuppanattham,2,7,20,0,14.8,38.8,1.9,48.6,130.5,255.3,7.4,187.4,449.2
Cuddalore,Kuppanattham,3,8.7,20,0.1,14.8,38.9,2.8,50.3,132.7,260.7,11.5,196.8,456.3
Cuddalore,Kuppanattham,4,9.2,20.2,1.1,15.8,40,5.3,54.6,137,264.2,15.4,211.8,469.5
Cuddalore,Kuppanattham,5,10.9,20.2,1.4,16.2,43.2,7,58.3,141.6,268.4,18.2,224.6,477.5
Cuddalore,Kuppanattham,6,11.2,21.4,2.2,16.9,44.3,8.9,60.5,146.2,271.2,19.5,237.2,483.4
Cuddalore,Kuppanattham,7,12,22,4.5,17.5,51.1,9.9,61.5,149.2,278.3,26,252.3,485.7
Cuddalore,Kuppanattham,8,13.2,23.3,5.1,17.6,57,11,63.5,151.1,284.9,33.1,265.9,489.2
Cuddalore,Kuppanattham,9,13.6,23.3,5.1,17.6,58.1,12.8,63.7,159.5,288.2,37.3,273.7,493.9
Cuddalore,Kuppanattham,10,13.7,24.7,5.4,17.6,58.3,15.2,67.6,161.3,296.6,40.1,280.3,502.3
Cuddalore,Kuppanattham,11,13.9,24.7,7.6,17.8,59,17.8,70.1,163.6,303.7,44.2,286.3,509.7
Cuddalore,Kuppanattham,12,14.7,25.4,10.6,21,59.6,19.6,75.2,170.2,309,49.6,294.4,514.4
Cuddalore,Kuppanattham,13,15.1,26.4,12.5,22.8,60.2,22.7,78.2,171.4,310.2,52.3,302,519.2
Cuddalore,Kuppanattham,14,16.9,26.8,12.8,23.3,60.7,25.5,82.1,174.8,320.3,55.3,310.2,528.8
Cuddalore,Kuppanattham,15,17.9,26.8,13,24.1,62.4,26,85.1,178.7,324.9,61.7,330.8,532.9
Cuddalore,Kuppanattham,16,18.6,27.3,13.3,24.1,63.6,26.3,86.3,181.2,330.6,67.2,339.1,538.8
Cuddalore,Kuppanattham,17,18.6,28.9,13.3,25.1,63.8,27.7,89.7,186.7,336,71.7,348.5,542.1
Cuddalore,Kuppanattham,18,18.9,31.2,13.3,27.9,64.1,28.4,90.6,189.7,341.1,73.5,353.1,543.1
Cuddalore,Kuppanattham,19,19.2,31.6,13.3,28,66.3,28.9,95,192.2,344.6,79.3,357.3,547.6
Cuddalore,Kuppanattham,20,19.2,32.4,13.7,28,67.8,29.9,96.2,193.9,350.4,86.9,362.4,556.3
Cuddalore,Kuppanattham,21,19.2,32.4,14,28,69.2,31.2,98.8,199.7,353.9,95.4,368.3,558.2
Cuddalore,Kuppanattham,22,19.3,32.4,14,29.2,69.5,32.1,100.4,207.6,356.6,99.8,373.4,562.2
Cuddalore,Kuppanattham,23,19.4,33.6,14.6,30.6,70.1,35.1,102.9,209.4,360.3,104.5,380.4,569.4
Cuddalore,Kuppanattham,24,19.4,33.8,14.6,31,70.1,35.6,106.9,214.5,364.8,117.4,394,569.8
Cuddalore,Kuppanattham,25,19.6,34.1,14.6,34.4,70.7,37.1,109.3,220.7,369.5,124.2,403.7,572.1
Cuddalore,Kuppanattham,26,19.6,34.9,14.6,34.7,71.1,38,113.1,227.9,373.7,131.4,416.1,574.2
Cuddalore,Kuppanattham,27,19.6,34.9,14.6,35.3,72.5,38.9,116.6,234.1,378.3,139.7,425,575.2
Cuddalore,Kuppanattham,28,19.6,34.9,14.6,35.3,73.1,40.6,119.4,236.5,385.1,146.7,429,576
Cuddalore,Kuppanattham,29,19.8,,14.6,35.5,74.8,43.4,121.4,242.3,391.1,156.6,431.2,579.5
Cuddalore,Kuppanattham,30,19.9,,14.6,37.1,77.3,44.5,123.9,244.5,399.4,163.1,435.1,580.5
Cuddalore,Kuppanattham,31,20,,14.6,,78.3,,125.2,247.9,,169.7,,586.6
Cuddalore,Memadhur ANICU,1,5.4,20.7,0.5,14.4,35.4,0.3,42.7,119.2,224.3,5,175,406.1
Cuddalore,Memadhur ANICU,2,5.8,21.9,0.5,14.7,35.9,0.9,43.9,120.4,226.5,8.5,181.4,414.5
Cuddalore,Memadhur ANICU,3,8.7,21.9,0.5,14.9,36.6,3.1,46.2,121.3,230.6,15,190.6,422.8
Cuddalore,Memadhur ANICU,4,9,21.9,0.5,15.6,37.4,5.6,49.5,126.3,234.1,19.1,201.8,432.8
Cuddalore,Memadhur ANICU,5,9.5,21.9,0.5,15.7,39.7,8.1,52.8,131.5,239.4,24.1,211.6,439.4
Cuddalore,Memadhur ANICU,6,10.6,21.9,1.2,15.7,41.3,10.7,54.8,135,242.8,29.5,221.5,447
Cuddalore,Memadhur ANICU,7,11.7,21.9,1.5,16,44,12.4,56.6,138.4,247.8,37.8,230.8,452.8
Cuddalore,Memadhur ANICU,8,12.2,22.2,1.9,17.2,46.9,14.7,61.5,140.4,255.5,46.4,243.6,460.2
Cuddalore,Memadhur ANICU,9,12.4,22.2,2.7,17.2,47.5,15,62.5,145.7,258.3,52,253.6,465.3
Cuddalore,Memadhur ANICU,10,12.4,22.6,2.7,17.5,48.6,17.3,66,148.4,263.8,55.1,263.2,474.1
Cuddalore,Memadhur ANICU,11,12.5,22.6,4.8,17.5,49,18.6,71.5,150,269.3,58,270.8,480.1
Cuddalore,Memadhur ANICU,12,12.9,22.7,8.8,19.3,49.6,20.3,74.1,153.6,273,64.4,275.7,483
Cuddalore,Memadhur ANICU,13,13.5,22.7,9.6,20.2,51.4,22.5,76.6,154.9,276.7,67.4,283,487.6
Cuddalore,Memadhur ANICU,14,15.9,22.7,9.8,21.1,52,25.6,79.3,157.4,283.1,73.4,288.5,494.9
Cuddalore,Memadhur ANICU,15,18.2,22.8,10.8,21.1,54.2,27.5,80.5,160.5,287,77.5,301.8,500.4
Cuddalore,Memadhur ANICU,16,19.3,22.8,10.8,21.4,57.2,28.4,80.8,163.5,292.2,79.6,308.2,508.7
Cuddalore,Memadhur ANICU,17,19.3,22.9,10.8,21.7,58.1,28.9,82.5,170.3,302.6,82.7,315.1,513.7
Cuddalore,Memadhur ANICU,18,19.3,23,10.8,22.8,58.1,30,83.9,173,306.6,84,319.9,514.9
Cuddalore,Memadhur ANICU,19,19.8,23,10.8,22.8,61.2,30.7,86,175.8,309.3,88.1,323.3,519.4
Cuddalore,Memadhur ANICU,20,19.8,23.1,11,22.8,62.6,31.9,88.5,179.1,316.3,94.5,326.7,525.4
Cuddalore,Memadhur ANICU,21,19.8,23.3,12.6,22.8,63.7,32.1,92,183.8,318.4,101.6,331.2,527.6
Cuddalore,Memadhur ANICU,22,19.8,23.3,13,24.2,64.8,34.3,93.1,189.4,320.1,106,335.5,529.2
Cuddalore,Memadhur ANICU,23,19.8,23.5,13.1,27.8,65.1,35.4,95,192.4,322.7,110.7,344.8,531.7
Cuddalore,Memadhur ANICU,24,19.8,23.5,13.1,28.3,65.6,36.7,99,196.6,326.5,123,356.6,532.4
Cuddalore,Memadhur ANICU,25,20.7,23.5,13.3,31.1,67.2,37.8,100.1,201.5,332.5,129.7,366.5,533.9
Cuddalore,Memadhur ANICU,26,20.7,25.1,14.2,32.1,68.8,38.1,103.9,204.2,338.3,134,378.2,535.6
Cuddalore,Memadhur ANICU,27,20.7,25.2,14.4,32.3,70.4,38.7,106.7,208.8,340.7,139.1,386.3,536
Cuddalore,Memadhur ANICU,28,20.7,25.7,14.4,32.3,74.6,39.9,109.8,211.9,346.2,147.1,390.9,536.6
Cuddalore,Memadhur ANICU,29,20.7,,14.4,32.3,78.5,41.1,112.2,214.8,351.6,156.7,395.9,539.6
Cuddalore,Memadhur ANICU,30,20.7,,14.4,34.2,81.4,42,115.6,216.2,362.2,162.5,399.2,540.5
Cuddalore,Memadhur ANICU,31,20.7,,14.4,,82.4,,117.6,222.7,,167.3,,545.3
Cuddalore,P.Petai-Porto NOOBSY,1,4.2,38.1,0.8,26.7,40.4,2.7,46.3,112.4,207.3,2.9,285,711.4
Cuddalore,P.Petai-Porto NOOBSY,2,6.2,39.4,1.1,26.7,41.3,3,47,114.5,211.7,4.5,294.9,722.7
Cuddalore,P.Petai-Porto NOOBSY,3,6.7,40,1.1,27.7,42.1,7.5,48.8,116.2,212.9,9.3,311.1,735.8
Cuddalore,P.Petai-Porto NOOBSY,4,7.7,40.6,4.9,28.6,46.7,9.3,49.8,118.3,213.5,12.8,335.4,756.6
Cuddalore,P.Petai-Porto NOOBSY,5,12,41.4,4.9,29.4,48.9,10.2,51.2,122.7,215.9,17.7,355.2,776.2
Cuddalore,P.Petai-Porto NOOBSY,6,13,43.4,6.9,30,52.5,11.5,52.2,126.9,218.9,23.1,379.9,797.1
Cuddalore,P.Petai-Porto NOOBSY,7,13.6,45,10.5,30.1,57,12.8,53.5,129.7,223.5,30.1,399.6,803.7
Cuddalore,P.Petai-Porto NOOBSY,8,14.6,45.4,10.5,30.1,58.5,13.2,54.3,131.8,228.8,34.7,426.1,811.2
Cuddalore,P.Petai-Porto NOOBSY,9,15.7,46.4,11.1,30.1,59.1,14.4,55.1,136,232,40.6,442.9,819.1
Cuddalore,P.Petai-Porto NOOBSY,10,16.8,47.1,15.4,30.6,59.4,15.3,56.6,139.1,233.6,43.6,459.6,827.9
Cuddalore,P.Petai-Porto NOOBSY,11,17.6,47.3,17.2,30.9,59.8,17,60.2,141.3,237.7,49.5,472.4,834.6
Cuddalore,P.Petai-Porto NOOBSY,12,20.3,47.6,19.2,33.1,59.8,18.7,62.2,143.5,242,54.7,477,839.6
Cuddalore,P.Petai-Porto NOOBSY,13,21.9,48.3,22.9,34.5,60.4,21.8,63.9,146.5,243.9,58.8,483.2,849.1
Cuddalore,P.Petai-Porto NOOBSY,14,22.4,48.3,23,34.5,62.5,23.9,66.1,149,247.9,64.2,491.1,858
Cuddalore,P.Petai-Porto NOOBSY,15,23.8,49,23.2,34.6,65.6,26.1,67.4,151.9,249.3,70.1,501.8,867
Cuddalore,P.Petai-Porto NOOBSY,16,25.5,52.2,23.2,34.6,66.9,27.2,69.5,156.9,254.6,78.2,517.2,875.7
Cuddalore,P.Petai-Porto NOOBSY,17,25.9,53.6,24,36,68.3,28.3,70,161,256.9,81.9,527.1,887.6
Cuddalore,P.Petai-Porto NOOBSY,18,26.2,54.5,24,36.2,70.9,28.7,70.3,165.3,258.6,91.1,533.4,894.3
Cuddalore,P.Petai-Porto NOOBSY,19,26.5,54.6,24,36.2,71.8,31.1,72.5,166.7,261,101,541.4,899.2
Cuddalore,P.Petai-Porto NOOBSY,20,26.7,54.8,24.1,36.2,72.5,31.4,75.2,167.9,268.1,111.5,547.5,902.9
Cuddalore,P.Petai-Porto NOOBSY,21,28.1,54.8,24.9,36.2,74.5,32.7,77,170.6,272.9,121.3,557.2,906
Cuddalore,P.Petai-Porto NOOBSY,22,28.3,54.8,26.2,36.9,74.5,35.6,80,174.2,278.6,128.3,573,919.2
Cuddalore,P.Petai-Porto NOOBSY,23,28.7,55.8,26.4,37.8,74.5,36.7,83.8,175.8,281,136.6,587.1,928.6
Cuddalore,P.Petai-Porto NOOBSY,24,29.3,56,26.4,37.9,74.7,38.1,88,180.1,283.1,157.4,609,930.4
Cuddalore,P.Petai-Porto NOOBSY,25,30.6,58,26.4,37.9,75.3,38.4,93.5,183,286.9,170.7,626.6,933.5
Cuddalore,P.Petai-Porto NOOBSY,26,30.6,58,26.4,38,76.1,39.9,96.3,187.4,293.3,188.6,648.2,939
Cuddalore,P.Petai-Porto NOOBSY,27,32.7,59.4,26.5,38.1,77.6,41.6,98.2,193,301.7,204.9,661.9,941.4
Cuddalore,P.Petai-Porto NOOBSY,28,33.4,62.6,26.5,38.1,78.2,43.3,103.8,195.2,305.5,220.5,673.4,944.1
Cuddalore,P.Petai-Porto NOOBSY,29,34,,26.5,38.3,78.2,43.6,105.5,196.5,311.9,241.1,680.3,947.8
Cuddalore,P.Petai-Porto NOOBSY,30,34.1,,26.7,39.3,78.4,45.2,108.4,199.8,319.5,255.1,690,950
Cuddalore,P.Petai-Porto NOOBSY,31,34.1,,26.7,,79.1,,110.1,204.3,,273.3,,951.8
Cuddalore,Panrutti,1,1.1,3.7,0.9,22.8,84.2,2.1,51.5,121.5,223.4,7.3,158.9,242.1
Cuddalore,Panrutti,2,1.1,3.7,1.7,25.2,86.2,7.4,53.3,123.7,227.2,13.5,163.7,243.3
Cuddalore,Panrutti,3,1.2,3.7,2.5,26,88.2,11.1,54.8,125.5,233.7,20.2,166.1,244.1
Cuddalore,Panrutti,4,1.9,3.7,2.8,26.9,93.2,15.8,55.2,126.3,236.9,22.8,170.9,246.5
Cuddalore,Panrutti,5,1.9,3.7,4.3,27,94,17.9,56,127.9,237.9,27.9,174.1,248.5
Cuddalore,Panrutti,6,1.9,3.7,5.3,27.5,96.1,23.1,57.1,129.4,244.4,34.2,178.4,249.6
Cuddalore,Panrutti,7,1.9,3.9,6.2,30.1,99.3,25.3,61,132.4,247,37.5,180.6,251.9
Cuddalore,Panrutti,8,2,3.9,6.8,32.6,102.2,26.7,61.7,134.7,250.3,43.7,185.2,252.9
Cuddalore,Panrutti,9,2,3.9,6.9,33,104.4,28,64.4,135.9,256.1,52.8,187.1,254.5
Cuddalore,Panrutti,10,2,4.9,7.6,34,105.6,28.7,65.2,137.3,265.5,59.3,192.9,256.2
Cuddalore,Panrutti,11,2,5.1,8.9,35.1,108,28.7,70,139.3,269.4,65.1,195.7,256.6
Cuddalore,Panrutti,12,2,5.1,10.4,36.4,111.6,30.2,72.7,140.6,274.7,70.3,197.8,257.1
Cuddalore,Panrutti,13,2,5.1,10.6,39.7,115,31.5,73.4,143.2,277.9,76.8,202.4,258.3
Cuddalore,Panrutti,14,2,5.6,12.1,42.9,118.5,34.1,74.9,144.9,284.9,80.3,204.5,259.6
Cuddalore,Panrutti,15,2,6,12.8,44.9,122.9,36.6,78.6,146.8,289.3,87.3,207.3,260.1
Cuddalore,Panrutti,16,2,6.2,13.4,49.6,126.8,37,80.3,150.1,295.5,88.7,212.1,261.9
Cuddalore,Panrutti,17,2,6.2,13.4,51.4,128,38.1,83.4,156.4,299.8,91.6,216.5,262.1
Cuddalore,Panrutti,18,2,7,13.4,53.3,133.5,40.4,86,161.6,304.7,94.8,218.7,262.1
Cuddalore,Panrutti,19,2,7.1,13.4,54,135.1,41.6,90,164.8,309,100,219.8,262.5
Cuddalore,Panrutti,20,2,8.4,14.1,55.7,136.8,42.3,92.3,170,311.6,103.7,220.1,263.3
Cuddalore,Panrutti,21,2,11.3,16.7,58,138.7,42.8,94.7,177.7,316,108.7,223.8,263.8
Cuddalore,Panrutti,22,2,12.6,16.7,62.7,142.2,42.8,99.2,188.7,320.4,111.2,225.1,263.9
Cuddalore,Panrutti,23,2,12.6,17,63.8,145.6,43.5,102.2,191.6,325.7,114.9,227.7,265.2
Cuddalore,Panrutti,24,2,12.9,17.6,66,148.7,45.7,103.9,195,329.7,119.4,230.5,265.9
Cuddalore,Panrutti,25,2,13.4,18.3,70.8,153.3,47.1,109.3,199.1,334.3,126.2,233.9,266.2
Cuddalore,Panrutti,26,2,13.7,18.4,71.9,161.1,47.8,112.1,205,338.7,131.5,235.4,266.7
Cuddalore,Panrutti,27,2,13.8,19,73.7,164.8,48.4,113.5,207.1,343.9,137.3,237.8,266.9
Cuddalore,Panrutti,28,2.2,13.9,19.7,75.9,169.4,49,115.8,212.1,349.5,140.8,238.8,267.1
Cuddalore,Panrutti,29,2.2,,21.6,78.3,173.7,49.9,117.7,213.5,353.8,146,239.8,267.5
Cuddalore,Panrutti,30,2.2,,21.6,79,177.6,51,118.3,215.2,357.5,152.5,240.9,267.5
Cuddalore,Panrutti,31,3.7,,21.6,,181.1,,120.2,219,,154.1,,267.5
Cuddalore,Pelandurai,1,3,24.4,0.5,22.1,42.2,0.5,48.8,126.2,241.5,5.2,201.1,466.1
Cuddalore,Pelandurai,2,4,25.3,0.5,22.1,43.1,2,51.2,127.8,247.8,8.2,205.8,470.4
Cuddalore,Pelandurai,3,8.7,25.3,1.5,22.1,43.7,5.4,53.1,130.4,250.1,11,212.8,478.1
Cuddalore,Pelandurai,4,8.9,25.7,3.7,22.8,44.3,11.3,55.8,133.9,251.7,15.2,225.9,486.5
Cuddalore,Pelandurai,5,9,25.9,4,22.9,46.5,14.6,58.1,137.1,255,18.8,241,499.3
Cuddalore,Pelandurai,6,11.4,27.5,4.6,23.1,47.6,16.6,62.4,139.8,259.4,23.2,259.8,507.4
Cuddalore,Pelandurai,7,13.7,29.7,6.3,23.3,53.1,18.4,64.6,143.9,265.6,28.6,274.3,511.4
Cuddalore,Pelandurai,8,15.1,30,7.7,23.6,56.7,21.5,67.9,145.7,271.7,37.4,288.3,517.4
Cuddalore,Pelandurai,9,15.8,30,8.1,23.6,57.1,22.7,70.7,150.8,277.1,46.7,297.4,525
Cuddalore,Pelandurai,10,16,30.4,8.4,23.6,57.4,25,73.8,151.6,279.3,51.4,306.3,533.1
Cuddalore,Pelandurai,11,16.4,30.4,10.8,24,58.2,28.7,77.8,152.3,285.2,56.6,310.4,539.5
Cuddalore,Pelandurai,12,17.2,30.5,16.8,27,60.1,29.9,81.3,157.3,289.7,65.4,318.3,543.1
Cuddalore,Pelandurai,13,17.5,31.7,17.5,27.9,60.6,32.1,84,161.7,293.4,70.1,327.1,547.5
Cuddalore,Pelandurai,14,20,32.4,17.9,28,61.6,34.8,86.3,167.3,301.3,79,334.9,554.6
Cuddalore,Pelandurai,15,21.3,33.1,18.9,28.4,63.4,35.7,90.2,172,304.4,83.5,347.6,559.2
Cuddalore,Pelandurai,16,22.1,33.2,18.9,28.4,66.3,36.5,92,175.1,308.9,88,357.7,567.1
Cuddalore,Pelandurai,17,22.7,33.7,18.9,28.6,68.7,36.8,93.3,182.9,315.2,91.9,367.5,572.8
Cuddalore,Pelandurai,18,22.9,34.2,18.9,31.8,70.4,38.6,95,188.8,319.1,94.1,375.6,576
Cuddalore,Pelandurai,19,23.2,34.6,19,31.8,74.5,38.7,97.6,192.8,320.5,101.4,380.8,579.9
Cuddalore,Pelandurai,20,23.2,34.7,19.4,31.8,75.8,39.8,98.6,195.8,327,107.2,383.7,583.1
Cuddalore,Pelandurai,21,23.2,35.5,20.4,32,77,40.8,100.8,201.1,330.4,113.8,387.1,585.4
Cuddalore,Pelandurai,22,23.2,35.5,20.7,33.4,77.5,42.1,102.6,206.9,333,120.4,392.2,589.6
Cuddalore,Pelandurai,23,23.2,36,20.7,37.1,79,43.2,107,209.8,335.5,126.2,401.9,592.7
Cuddalore,Pelandurai,24,23.7,36.1,21.3,37.4,79.9,43.6,110.7,216.3,339.5,139.5,413.8,593.6
Cuddalore,Pelandurai,25,24.1,36.6,21.5,39.6,81.8,44.4,114.1,219.4,345.5,149.3,423.3,596.6
Cuddalore,Pelandurai,26,24.1,37,21.5,40,83.5,44.8,116.4,224.6,350,153.4,435.8,599
Cuddalore,Pelandurai,27,24.1,37.7,21.5,40.3,85.2,45.2,117.4,227.8,357.3,165.7,444.9,599.5
Cuddalore,Pelandurai,28,24.1,38.5,21.5,40.5,87.5,45.8,119.4,230.1,362.8,171,451.7,600.9
Cuddalore,Pelandurai,29,24.1,,21.5,40.5,93.4,47,121.1,233.6,369.5,179.3,459,604.5
Cuddalore,Pelandurai,30,24.2,,21.5,41.3,95.1,48.1,123,234.4,375.7,184.5,461.3,605.2
Cuddalore,Pelandurai,31,24.4,,21.5,,95.3,,123.8,237.3,,191.2,,609.1
Cuddalore,Shatiatope-ANICU,1,5.8,24.3,0,17,36.7,0.2,50,128.2,234.7,3.8,228.7,568.1
Cuddalore,Shatiatope-ANICU,2,7.9,25.1,0,17.4,36.9,1.4,51.9,129.8,238.5,6,235.6,575.9
Cuddalore,Shatiatope-ANICU,3,10.5,25.1,0,17.4,37.1,3.4,53.4,132.1,240.1,13.8,246.7,585.6
Cuddalore,Shatiatope-ANICU,4,11.3,25.3,1.9,18.2,38.2,5.1,55.8,137.2,242.3,16.3,267.1,598.8
Cuddalore,Shatiatope-ANICU,5,14,26.3,2,18.9,43.2,7,60.1,140,245.9,19.6,282.4,614.3
Cuddalore,Shatiatope-ANICU,6,14.6,28.8,3.8,19.5,45,8.3,62.8,144.5,248.3,24.7,301.8,624.9
Cuddalore,Shatiatope-ANICU,7,14.9,30.3,7.9,19.6,52.3,9.8,63.4,150.6,254.7,34,319.8,633.2
Cuddalore,Shatiatope-ANICU,8,16.8,30.8,8.2,20.5,53.7,11,64.3,153.6,257.7,38.5,341.7,643.1
Cuddalore,Shatiatope-ANICU,9,17.5,31.1,8.9,20.5,55.8,12.9,65.1,157,261.8,46.7,354.3,652.5
Cuddalore,Shatiatope-ANICU,10,17.9,32.5,10.1,20.5,56.1,13.6,69,160.3,267.7,48.8,359.7,664.8
Cuddalore,Shatiatope-ANICU,11,18.9,32.5,12.6,20.8,57.3,16.7,72.3,164.3,274,52.1,367.2,674.4
Cuddalore,Shatiatope-ANICU,12,18.9,33.1,15.1,22,58.7,19.9,76.6,166.7,276.8,58.4,378.7,678.3
Cuddalore,Shatiatope-ANICU,13,19,33.7,15.3,22.7,59.9,24.4,77.8,168.8,279.6,66,389.4,684.2
Cuddalore,Shatiatope-ANICU,14,20.6,34.2,15.3,23,60.4,29.4,80.7,172.4,286.7,71.4,401.7,694
Cuddalore,Shatiatope-ANICU,15,21.3,36,15.3,23.6,62,31.4,83.4,175.1,291.9,75,415.8,702.5
Cuddalore,Shatiatope-ANICU,16,21.5,36.5,15.3,25,62.8,32.4,84.5,177.1,297.1,81.4,427.1,709.3
Cuddalore,Shatiatope-ANICU,17,21.5,38.7,15.3,25.6,63.5,32.6,87.2,182.3,306.1,86.2,436.7,718.5
Cuddalore,Shatiatope-ANICU,18,21.7,39.6,15.3,28.1,64.1,33.9,88.1,183.6,309.9,87.8,443.4,724
Cuddalore,Shatiatope-ANICU,19,21.7,40.7,15.3,28.1,66.1,34.4,90.8,188.5,312.3,94,449.9,727.7
Cuddalore,Shatiatope-ANICU,20,21.7,41.3,15.7,28.5,66.2,36.2,92.3,190.3,319.4,102,453.6,733.2
Cuddalore,Shatiatope-ANICU,21,21.9,41.3,16.3,28.5,67.1,36.7,94.9,194.6,324.5,110.6,460.3,738.4
Cuddalore,Shatiatope-ANICU,22,21.9,41.3,16.5,29.6,67.7,38.7,98.1,203.3,327,116.8,469.1,749
Cuddalore,Shatiatope-ANICU,23,21.9,43.6,16.6,31,68.1,42.5,101.9,205,328.9,128,480.4,759.1
Cuddalore,Shatiatope-ANICU,24,22.1,43.9,16.6,31.3,69,44.3,106.7,210.6,334.7,141.9,494,760.6
Cuddalore,Shatiatope-ANICU,25,23.2,44.5,16.6,34.1,69.4,45.6,108.2,214.5,342.4,156.3,508.9,764.6
Cuddalore,Shatiatope-ANICU,26,23.3,47.8,16.6,34.1,71.3,45.9,111.6,218.3,346.8,165.6,529.7,766.9
Cuddalore,Shatiatope-ANICU,27,23.3,47.8,17,34.3,72.5,47,113.3,221.7,350.2,181.4,542.3,768.4
Cuddalore,Shatiatope-ANICU,28,23.4,48,17,34.8,72.6,48,117.8,225,356.3,189.7,546.9,771.6
Cuddalore,Shatiatope-ANICU,29,23.7,,17,34.8,74.8,48.4,120.6,227.5,364.3,200.3,555,777.2
Cuddalore,Shatiatope-ANICU,30,23.7,,17,35,75.8,49.4,124.3,229.6,370.9,208.5,560.9,779
Cuddalore,Shatiatope-ANICU,31,24.3,,17,,77.2,,125.8,231.7,,219.6,,783.9
Cuddalore,Srimushnam,1,1.1,17.4,0.6,14.6,28.9,0.4,41.1,97,200.6,4,210.7,486.4
Cuddalore,Srimushnam,2,2.3,17.5,0.6,14.7,29.2,0.9,43.9,99.1,208.8,7.7,218.7,493.4
Cuddalore,Srimushnam,3,2.4,17.5,1,14.7,29.9,1.3,44.5,103.8,210.3,11.9,228.7,502.3
Cuddalore,Srimushnam,4,2.4,17.5,1.3,15.3,31.6,5.7,46,108.1,214.2,15,241.4,511.4
Cuddalore,Srimushnam,5,3.6,17.9,2.3,15.7,32.7,7.7,48.5,110.7,216.4,18.6,253.8,523.7
Cuddalore,Srimushnam,6,3.9,19.2,3.3,16.1,33.9,9.5,49.3,117.9,218.7,21.7,269,533.8
Cuddalore,Srimushnam,7,5.7,19.6,5.3,16.4,40.1,10.3,51.7,121.1,222.3,25.7,284,539.6
Cuddalore,Srimushnam,8,7.3,19.8,5.5,16.9,43.1,11.7,53.9,123.4,226.4,32,296.5,550.4
Cuddalore,Srimushnam,9,7.3,19.8,5.6,16.9,43.9,12.8,56.6,129.1,228.8,39,307.3,561.2
Cuddalore,Srimushnam,10,8,19.8,6.3,16.9,44.3,14.3,56.9,130.8,231.4,44.3,316.4,574.2
Cuddalore,Srimushnam,11,9.6,19.8,8.6,17.3,44.8,17.5,60.9,132.6,238.8,50.9,323.1,582.2
Cuddalore,Srimushnam,12,9.7,20.1,9.5,18.6,46.6,19.6,63.3,134.4,240.9,57.8,328.7,588.6
Cuddalore,Srimushnam,13,10.4,20.8,10.5,19.2,47.9,22.3,64.5,136.4,244,62.8,338.2,595.7
